TransactionDate,DateKey,Year,Month,Day,DayOfWeek
2024-08-22 01:33:35.502540,20240822,2024,8,22,3
2024-08-18 15:24:35.502543,20240818,2024,8,18,6
2024-09-20 06:34:35.502546,20240920,2024,9,20,4
2024-06-18 11:18:35.502549,20240618,2024,6,18,1
2024-05-28 21:40:35.502553,20240528,2024,5,28,1
2024-02-24 13:43:35.502556,20240224,2024,2,24,5
2024-04-05 21:22:35.502560,20240405,2024,4,5,4
2024-03-20 09:29:35.502563,20240320,2024,3,20,2
2024-02-10 19:09:35.502566,20240210,2024,2,10,5
2024-05-24 07:15:35.502569,20240524,2024,5,24,4
2023-12-31 06:34:35.502573,20231231,2023,12,31,6
2024-01-27 16:44:35.502576,20240127,2024,1,27,5
2024-05-30 10:21:35.502579,20240530,2024,5,30,3
2023-11-10 21:30:35.502584,20231110,2023,11,10,4
2024-02-09 03:37:35.502587,20240209,2024,2,9,4
2024-09-07 03:35:35.502591,20240907,2024,9,7,5
2023-11-05 19:43:35.502594,20231105,2023,11,5,6
2024-07-01 15:20:35.502597,20240701,2024,7,1,0
2024-05-10 11:23:35.502601,20240510,2024,5,10,4
2024-03-24 16:31:35.502604,20240324,2024,3,24,6
2024-02-06 17:39:35.502608,20240206,2024,2,6,1
2023-12-19 11:14:35.502611,20231219,2023,12,19,1
2024-01-22 18:28:35.502614,20240122,2024,1,22,0
2024-05-11 03:23:35.502618,20240511,2024,5,11,5
2024-10-06 12:14:35.502621,20241006,2024,10,6,6
2024-07-10 05:57:35.502624,20240710,2024,7,10,2
2023-11-12 18:36:35.502628,20231112,2023,11,12,6
2023-10-23 18:08:35.502631,20231023,2023,10,23,0
2024-09-27 10:59:35.502634,20240927,2024,9,27,4
2024-09-07 23:42:35.502638,20240907,2024,9,7,5
2024-01-30 22:44:35.502641,20240130,2024,1,30,1
2024-02-18 22:36:35.502644,20240218,2024,2,18,6
2024-01-03 12:53:35.502648,20240103,2024,1,3,2
2023-12-23 12:25:35.502651,20231223,2023,12,23,5
2024-05-08 06:41:35.502654,20240508,2024,5,8,2
2023-11-10 19:04:35.502658,20231110,2023,11,10,4
2024-06-03 06:59:35.502661,20240603,2024,6,3,0
2024-04-26 20:17:35.502664,20240426,2024,4,26,4
2024-08-10 21:08:35.502668,20240810,2024,8,10,5
2023-11-21 06:48:35.502671,20231121,2023,11,21,1
2024-01-29 09:59:35.502674,20240129,2024,1,29,0
2024-06-11 16:32:35.502678,20240611,2024,6,11,1
2024-07-06 19:00:35.502681,20240706,2024,7,6,5
2024-10-04 02:50:35.502684,20241004,2024,10,4,4
2024-01-10 15:08:35.502687,20240110,2024,1,10,2
2024-03-05 14:05:35.502692,20240305,2024,3,5,1
2024-05-25 23:37:35.502698,20240525,2024,5,25,5
2024-03-20 11:24:35.502704,20240320,2024,3,20,2
2024-04-11 08:33:35.502709,20240411,2024,4,11,3
2024-04-19 10:06:35.502715,20240419,2024,4,19,4
2023-12-16 22:05:35.502721,20231216,2023,12,16,5
2024-09-14 15:11:35.502727,20240914,2024,9,14,5
2024-09-29 03:34:35.502733,20240929,2024,9,29,6
2024-05-11 11:43:35.502739,20240511,2024,5,11,5
2024-07-23 03:22:35.502745,20240723,2024,7,23,1
2024-04-24 23:02:35.502750,20240424,2024,4,24,2
2024-10-08 12:46:35.502756,20241008,2024,10,8,1
2023-11-28 14:41:35.502762,20231128,2023,11,28,1
2024-06-24 06:54:35.502768,20240624,2024,6,24,0
2024-06-06 15:41:35.502771,20240606,2024,6,6,3
2024-07-21 05:59:35.502774,20240721,2024,7,21,6
2024-06-07 12:39:35.502777,20240607,2024,6,7,4
2024-07-22 22:55:35.502781,20240722,2024,7,22,0
2024-03-24 23:51:35.502784,20240324,2024,3,24,6
2023-11-22 19:13:35.502787,20231122,2023,11,22,2
2024-02-06 06:34:35.502790,20240206,2024,2,6,1
2024-10-04 20:49:35.502794,20241004,2024,10,4,4
2024-05-18 11:00:35.502797,20240518,2024,5,18,5
2024-10-16 19:15:35.502800,20241016,2024,10,16,2
2024-08-10 20:16:35.502804,20240810,2024,8,10,5
2024-07-29 09:03:35.502807,20240729,2024,7,29,0
2024-03-09 21:49:35.502810,20240309,2024,3,9,5
2023-10-22 16:24:35.502813,20231022,2023,10,22,6
2024-07-15 01:46:35.502817,20240715,2024,7,15,0
2024-08-10 03:26:35.502820,20240810,2024,8,10,5
2024-07-02 14:26:35.502824,20240702,2024,7,2,1
2024-07-20 19:11:35.502827,20240720,2024,7,20,5
2024-03-13 01:03:35.502830,20240313,2024,3,13,2
2024-05-16 10:29:35.502833,20240516,2024,5,16,3
2024-04-22 02:41:35.502837,20240422,2024,4,22,0
2024-02-27 14:22:35.502840,20240227,2024,2,27,1
2024-01-30 11:08:35.502844,20240130,2024,1,30,1
2023-10-28 08:37:35.502847,20231028,2023,10,28,5
2024-04-18 00:58:35.502850,20240418,2024,4,18,3
2023-12-24 18:29:35.502854,20231224,2023,12,24,6
2024-02-15 15:01:35.502857,20240215,2024,2,15,3
2024-03-19 10:26:35.502860,20240319,2024,3,19,1
2024-04-10 11:10:35.502864,20240410,2024,4,10,2
2024-09-03 16:39:35.502867,20240903,2024,9,3,1
2024-05-16 05:39:35.502870,20240516,2024,5,16,3
2024-04-10 14:40:35.502873,20240410,2024,4,10,2
2023-12-23 10:43:35.502878,20231223,2023,12,23,5
2024-09-18 05:53:35.502883,20240918,2024,9,18,2
2024-05-26 13:58:35.502889,20240526,2024,5,26,6
2023-10-30 19:03:35.502894,20231030,2023,10,30,0
2024-01-30 02:18:35.502900,20240130,2024,1,30,1
2024-07-06 15:27:35.502907,20240706,2024,7,6,5
2024-02-07 18:41:35.502911,20240207,2024,2,7,2
2024-06-16 20:50:35.502915,20240616,2024,6,16,6
2024-03-05 13:18:35.502918,20240305,2024,3,5,1
2024-02-11 21:43:35.502921,20240211,2024,2,11,6
2024-02-26 04:07:35.502925,20240226,2024,2,26,0
2023-12-28 07:10:35.502928,20231228,2023,12,28,3
2024-03-06 20:01:35.502931,20240306,2024,3,6,2
2024-07-29 06:19:35.502935,20240729,2024,7,29,0
2024-01-31 02:53:35.502938,20240131,2024,1,31,2
2023-11-17 09:39:35.502941,20231117,2023,11,17,4
2024-01-07 15:07:35.502944,20240107,2024,1,7,6
2024-01-05 14:49:35.502948,20240105,2024,1,5,4
2024-09-21 18:18:35.502952,20240921,2024,9,21,5
2024-04-22 08:01:35.502955,20240422,2024,4,22,0
2023-11-28 19:51:35.502959,20231128,2023,11,28,1
2023-10-29 00:32:35.502962,20231029,2023,10,29,6
2024-07-01 17:48:35.502965,20240701,2024,7,1,0
2023-12-13 11:57:35.502968,20231213,2023,12,13,2
2024-09-21 02:18:35.502972,20240921,2024,9,21,5
2023-10-30 08:00:35.502975,20231030,2023,10,30,0
2023-11-07 12:46:35.502978,20231107,2023,11,7,1
2024-06-13 06:41:35.502982,20240613,2024,6,13,3
2024-10-19 05:44:35.502985,20241019,2024,10,19,5
2024-09-30 19:40:35.502988,20240930,2024,9,30,0
2024-07-19 10:47:35.502992,20240719,2024,7,19,4
2024-01-08 00:32:35.502995,20240108,2024,1,8,0
2024-09-04 19:24:35.502998,20240904,2024,9,4,2
2024-05-03 19:28:35.503001,20240503,2024,5,3,4
2023-12-26 20:29:35.503005,20231226,2023,12,26,1
2024-04-13 22:44:35.503008,20240413,2024,4,13,5
2024-05-31 18:21:35.503011,20240531,2024,5,31,4
2024-07-04 06:50:35.503015,20240704,2024,7,4,3
2023-12-10 05:04:35.503018,20231210,2023,12,10,6
2024-05-22 10:45:35.503021,20240522,2024,5,22,2
2024-06-06 23:46:35.503025,20240606,2024,6,6,3
2023-12-02 03:53:35.503028,20231202,2023,12,2,5
2024-04-29 16:31:35.503031,20240429,2024,4,29,0
2024-07-13 07:31:35.503035,20240713,2024,7,13,5
2024-09-02 17:56:35.503038,20240902,2024,9,2,0
2023-11-28 05:17:35.503041,20231128,2023,11,28,1
2024-06-14 07:48:35.503044,20240614,2024,6,14,4
2024-01-14 14:32:35.503048,20240114,2024,1,14,6
2024-09-13 08:20:35.503051,20240913,2024,9,13,4
2024-08-12 05:03:35.503054,20240812,2024,8,12,0
2024-01-06 20:15:35.503059,20240106,2024,1,6,5
2024-06-29 21:46:35.503066,20240629,2024,6,29,5
2023-10-31 05:51:35.503072,20231031,2023,10,31,1
2024-03-30 03:10:35.503077,20240330,2024,3,30,5
2024-05-28 20:52:35.503083,20240528,2024,5,28,1
2024-06-19 22:43:35.503089,20240619,2024,6,19,2
2024-10-03 22:37:35.503095,20241003,2024,10,3,3
2024-03-19 10:03:35.503101,20240319,2024,3,19,1
2023-12-05 15:23:35.503107,20231205,2023,12,5,1
2023-11-07 14:42:35.503111,20231107,2023,11,7,1
2024-01-10 14:56:35.503115,20240110,2024,1,10,2
2024-09-21 12:26:35.503118,20240921,2024,9,21,5
2024-02-04 15:22:35.503121,20240204,2024,2,4,6
2024-08-08 17:59:35.503125,20240808,2024,8,8,3
2024-09-06 00:53:35.503128,20240906,2024,9,6,4
2024-10-18 23:13:35.503131,20241018,2024,10,18,4
2023-11-16 20:10:35.503135,20231116,2023,11,16,3
2024-05-30 21:45:35.503140,20240530,2024,5,30,3
2024-07-03 16:20:35.503145,20240703,2024,7,3,2
2024-08-26 20:23:35.503151,20240826,2024,8,26,0
2024-09-19 00:25:35.503157,20240919,2024,9,19,3
2024-04-30 12:31:35.503163,20240430,2024,4,30,1
2023-12-25 20:55:35.503215,20231225,2023,12,25,0
2024-08-24 23:19:35.503222,20240824,2024,8,24,5
2024-09-11 15:07:35.503227,20240911,2024,9,11,2
2024-08-14 04:15:35.503233,20240814,2024,8,14,2
2024-01-21 19:26:35.503239,20240121,2024,1,21,6
2024-04-30 03:15:35.503243,20240430,2024,4,30,1
2024-03-26 00:02:35.503247,20240326,2024,3,26,1
2024-08-05 23:58:35.503250,20240805,2024,8,5,0
2024-10-14 03:07:35.503253,20241014,2024,10,14,0
2024-01-13 23:46:35.503257,20240113,2024,1,13,5
2024-03-14 10:17:35.503263,20240314,2024,3,14,3
2024-03-07 00:33:35.503269,20240307,2024,3,7,3
2024-08-01 09:43:35.503274,20240801,2024,8,1,3
2024-04-02 14:06:35.503281,20240402,2024,4,2,1
2024-01-15 19:06:35.503286,20240115,2024,1,15,0
2024-01-24 05:28:35.503292,20240124,2024,1,24,2
2023-11-09 22:42:35.503298,20231109,2023,11,9,3
2023-12-20 03:35:35.503309,20231220,2023,12,20,2
2024-05-03 02:22:35.503316,20240503,2024,5,3,4
2024-01-22 09:00:35.503322,20240122,2024,1,22,0
2024-07-31 11:11:35.503329,20240731,2024,7,31,2
2024-01-10 12:19:35.503334,20240110,2024,1,10,2
2023-12-28 21:13:35.503337,20231228,2023,12,28,3
2024-05-11 13:02:35.503341,20240511,2024,5,11,5
2024-07-06 21:25:35.503344,20240706,2024,7,6,5
2024-07-16 10:40:35.503347,20240716,2024,7,16,1
2024-08-18 16:21:35.503351,20240818,2024,8,18,6
2024-06-29 04:24:35.503354,20240629,2024,6,29,5
2024-01-27 23:41:35.503357,20240127,2024,1,27,5
2024-03-14 23:47:35.503361,20240314,2024,3,14,3
2024-03-22 06:45:35.503364,20240322,2024,3,22,4
2023-11-24 18:06:35.503367,20231124,2023,11,24,4
2024-08-08 02:27:35.503371,20240808,2024,8,8,3
2024-08-02 06:05:35.503374,20240802,2024,8,2,4
2024-04-20 01:18:35.503379,20240420,2024,4,20,5
2023-10-24 14:31:35.503385,20231024,2023,10,24,1
2024-03-21 22:20:35.503390,20240321,2024,3,21,3
2024-09-28 19:06:35.503396,20240928,2024,9,28,5
2024-07-05 18:09:35.503402,20240705,2024,7,5,4
2024-01-21 08:36:35.503408,20240121,2024,1,21,6
2024-08-21 16:40:35.503414,20240821,2024,8,21,2
2023-11-18 13:56:35.503420,20231118,2023,11,18,5
2024-05-02 07:09:35.503427,20240502,2024,5,2,3
2024-08-13 23:23:35.503431,20240813,2024,8,13,1
2024-09-22 14:53:35.503435,20240922,2024,9,22,6
2024-06-27 04:36:35.503438,20240627,2024,6,27,3
2024-04-29 06:15:35.503441,20240429,2024,4,29,0
2023-11-26 11:15:35.503444,20231126,2023,11,26,6
2024-03-05 22:40:35.503448,20240305,2024,3,5,1
2024-02-10 13:36:35.503451,20240210,2024,2,10,5
2024-04-06 14:57:35.503454,20240406,2024,4,6,5
2024-03-26 18:58:35.503458,20240326,2024,3,26,1
2024-01-31 13:19:35.503461,20240131,2024,1,31,2
2023-12-22 20:59:35.503465,20231222,2023,12,22,4
2024-06-21 17:10:35.503468,20240621,2024,6,21,4
2023-11-07 06:45:35.503471,20231107,2023,11,7,1
2024-05-05 07:36:35.503474,20240505,2024,5,5,6
2024-02-13 16:06:35.503478,20240213,2024,2,13,1
2023-12-18 06:17:35.503481,20231218,2023,12,18,0
2024-04-07 03:35:35.503484,20240407,2024,4,7,6
2024-05-05 14:55:35.503488,20240505,2024,5,5,6
2024-01-10 07:30:35.503491,20240110,2024,1,10,2
2024-09-04 12:53:35.503494,20240904,2024,9,4,2
2024-02-12 14:43:35.503498,20240212,2024,2,12,0
2023-11-05 14:31:35.503501,20231105,2023,11,5,6
2024-02-14 03:52:35.503504,20240214,2024,2,14,2
2024-09-09 11:38:35.503513,20240909,2024,9,9,0
2024-06-01 15:47:35.503517,20240601,2024,6,1,5
2023-12-28 14:52:35.503520,20231228,2023,12,28,3
2024-03-21 22:12:35.503523,20240321,2024,3,21,3
2024-01-02 01:35:35.503527,20240102,2024,1,2,1
2024-01-20 17:19:35.503530,20240120,2024,1,20,5
2024-05-25 07:40:35.503533,20240525,2024,5,25,5
2024-07-04 11:22:35.503537,20240704,2024,7,4,3
2024-03-24 01:36:35.503540,20240324,2024,3,24,6
2024-04-05 13:44:35.503543,20240405,2024,4,5,4
2024-02-01 11:46:35.503547,20240201,2024,2,1,3
2024-08-17 15:48:35.503550,20240817,2024,8,17,5
2024-04-01 13:05:35.503553,20240401,2024,4,1,0
2024-04-05 02:58:35.503557,20240405,2024,4,5,4
2024-01-12 09:03:35.503560,20240112,2024,1,12,4
2023-10-25 10:40:35.503563,20231025,2023,10,25,2
2024-04-17 08:15:35.503567,20240417,2024,4,17,2
2024-07-10 07:17:35.503570,20240710,2024,7,10,2
2024-08-09 10:54:35.503574,20240809,2024,8,9,4
2024-07-27 15:35:35.503577,20240727,2024,7,27,5
2024-07-29 13:42:35.503580,20240729,2024,7,29,0
2024-05-26 03:48:35.503583,20240526,2024,5,26,6
2024-06-24 20:09:35.503587,20240624,2024,6,24,0
2024-07-14 13:31:35.503590,20240714,2024,7,14,6
2024-01-24 04:41:35.503593,20240124,2024,1,24,2
2024-10-07 20:18:35.503597,20241007,2024,10,7,0
2024-03-18 16:28:35.503600,20240318,2024,3,18,0
2024-01-26 23:39:35.503603,20240126,2024,1,26,4
2023-11-19 23:26:35.503607,20231119,2023,11,19,6
2024-05-12 17:56:35.503610,20240512,2024,5,12,6
2024-05-17 20:45:35.503613,20240517,2024,5,17,4
2024-10-10 05:01:35.503616,20241010,2024,10,10,3
2024-02-28 02:42:35.503620,20240228,2024,2,28,2
2024-04-26 13:04:35.503623,20240426,2024,4,26,4
2024-05-01 03:19:35.503626,20240501,2024,5,1,2
2024-03-09 07:31:35.503630,20240309,2024,3,9,5
2024-02-06 02:15:35.503633,20240206,2024,2,6,1
2024-02-02 08:02:35.503636,20240202,2024,2,2,4
2023-11-10 13:52:35.503640,20231110,2023,11,10,4
2024-08-26 11:19:35.503643,20240826,2024,8,26,0
2023-11-23 23:56:35.503646,20231123,2023,11,23,3
2024-03-15 00:05:35.503650,20240315,2024,3,15,4
2024-02-14 13:50:35.503653,20240214,2024,2,14,2
2024-08-20 17:23:35.503656,20240820,2024,8,20,1
2024-03-02 23:25:35.503660,20240302,2024,3,2,5
2024-06-26 06:52:35.503663,20240626,2024,6,26,2
2024-04-26 07:38:35.503666,20240426,2024,4,26,4
2023-11-17 06:29:35.503670,20231117,2023,11,17,4
2024-03-27 04:42:35.503673,20240327,2024,3,27,2
2024-01-16 04:03:35.503676,20240116,2024,1,16,1
2024-09-13 08:51:35.503680,20240913,2024,9,13,4
2024-02-18 14:16:35.503683,20240218,2024,2,18,6
2023-11-05 03:30:35.503687,20231105,2023,11,5,6
2024-02-15 10:40:35.503690,20240215,2024,2,15,3
2024-01-17 04:39:35.503694,20240117,2024,1,17,2
2023-11-02 16:29:35.503697,20231102,2023,11,2,3
2024-07-03 02:30:35.503700,20240703,2024,7,3,2
2023-12-17 14:04:35.503704,20231217,2023,12,17,6
2023-12-30 09:47:35.503707,20231230,2023,12,30,5
2023-12-18 18:18:35.503710,20231218,2023,12,18,0
2023-11-11 05:21:35.503714,20231111,2023,11,11,5
2024-08-10 10:15:35.503717,20240810,2024,8,10,5
2024-08-05 01:26:35.503720,20240805,2024,8,5,0
2023-11-20 12:45:35.503724,20231120,2023,11,20,0
2024-03-16 05:28:35.503727,20240316,2024,3,16,5
2024-08-06 10:36:35.503730,20240806,2024,8,6,1
2024-09-14 17:00:35.503734,20240914,2024,9,14,5
2023-12-03 12:00:35.503737,20231203,2023,12,3,6
2024-06-02 16:26:35.503740,20240602,2024,6,2,6
2024-03-17 14:07:35.503744,20240317,2024,3,17,6
2023-11-19 16:44:35.503747,20231119,2023,11,19,6
2024-07-07 06:39:35.503750,20240707,2024,7,7,6
2024-07-24 09:33:35.503754,20240724,2024,7,24,2
2024-07-23 09:20:35.503757,20240723,2024,7,23,1
2024-05-10 14:44:35.503760,20240510,2024,5,10,4
2023-11-05 19:50:35.503764,20231105,2023,11,5,6
2024-08-29 19:18:35.503767,20240829,2024,8,29,3
2024-05-26 04:35:35.503771,20240526,2024,5,26,6
2024-07-20 03:52:35.503777,20240720,2024,7,20,5
2024-02-15 02:18:35.503783,20240215,2024,2,15,3
2024-05-03 01:11:35.503788,20240503,2024,5,3,4
2024-09-29 00:19:35.503794,20240929,2024,9,29,6
2024-09-18 16:31:35.503800,20240918,2024,9,18,2
2024-01-21 11:05:35.503805,20240121,2024,1,21,6
2024-09-30 14:38:35.503812,20240930,2024,9,30,0
2024-02-18 11:44:35.503822,20240218,2024,2,18,6
2024-05-07 02:14:35.503828,20240507,2024,5,7,1
2024-06-01 23:11:35.503833,20240601,2024,6,1,5
2024-04-08 10:49:35.503839,20240408,2024,4,8,0
2024-05-07 21:42:35.503845,20240507,2024,5,7,1
2024-01-09 16:24:35.503849,20240109,2024,1,9,1
2024-03-28 14:40:35.503853,20240328,2024,3,28,3
2024-05-18 03:20:35.503856,20240518,2024,5,18,5
2024-07-06 17:00:35.503859,20240706,2024,7,6,5
2024-10-11 06:55:35.503862,20241011,2024,10,11,4
2024-03-19 05:16:35.503866,20240319,2024,3,19,1
2024-10-11 04:12:35.503869,20241011,2024,10,11,4
2024-05-13 13:20:35.503872,20240513,2024,5,13,0
2024-07-18 03:15:35.503876,20240718,2024,7,18,3
2024-03-11 17:00:35.503879,20240311,2024,3,11,0
2024-01-09 01:54:35.503882,20240109,2024,1,9,1
2024-04-22 13:52:35.503886,20240422,2024,4,22,0
2024-04-17 11:37:35.503889,20240417,2024,4,17,2
2023-10-23 04:59:35.503892,20231023,2023,10,23,0
2024-08-29 10:01:35.503896,20240829,2024,8,29,3
2024-04-02 22:05:35.503899,20240402,2024,4,2,1
2024-10-15 13:57:35.503903,20241015,2024,10,15,1
2023-10-30 12:48:35.503906,20231030,2023,10,30,0
2023-10-25 17:53:35.503910,20231025,2023,10,25,2
2024-10-18 15:19:35.503913,20241018,2024,10,18,4
2024-04-21 09:51:35.503916,20240421,2024,4,21,6
2023-11-08 19:46:35.503920,20231108,2023,11,8,2
2024-04-23 02:22:35.503923,20240423,2024,4,23,1
2024-02-17 05:39:35.503926,20240217,2024,2,17,5
2024-02-07 17:56:35.503930,20240207,2024,2,7,2
2024-05-31 14:52:35.503933,20240531,2024,5,31,4
2023-11-16 01:20:35.503936,20231116,2023,11,16,3
2024-07-11 02:27:35.503940,20240711,2024,7,11,3
2024-06-18 13:25:35.503943,20240618,2024,6,18,1
2024-01-23 06:26:35.503946,20240123,2024,1,23,1
2024-07-12 18:36:35.503950,20240712,2024,7,12,4
2024-06-19 12:30:35.503955,20240619,2024,6,19,2
2024-02-01 03:13:35.503961,20240201,2024,2,1,3
2024-03-04 13:17:35.503967,20240304,2024,3,4,0
2024-05-24 21:56:35.503973,20240524,2024,5,24,4
2024-05-06 17:40:35.503979,20240506,2024,5,6,0
2023-12-11 04:32:35.503984,20231211,2023,12,11,0
2024-01-31 16:00:35.503987,20240131,2024,1,31,2
2024-09-24 06:12:35.503991,20240924,2024,9,24,1
2024-01-12 15:34:35.503994,20240112,2024,1,12,4
2024-04-07 15:17:35.503997,20240407,2024,4,7,6
2024-01-31 05:58:35.504001,20240131,2024,1,31,2
2023-11-09 18:41:35.504004,20231109,2023,11,9,3
2024-06-07 18:42:35.504007,20240607,2024,6,7,4
2024-10-10 13:19:35.504011,20241010,2024,10,10,3
2024-08-22 02:14:35.504014,20240822,2024,8,22,3
2024-01-29 17:05:35.504017,20240129,2024,1,29,0
2024-08-05 06:27:35.504021,20240805,2024,8,5,0
2023-12-25 11:29:35.504024,20231225,2023,12,25,0
2024-08-08 12:41:35.504027,20240808,2024,8,8,3
2024-08-17 13:02:35.504031,20240817,2024,8,17,5
2024-01-14 10:47:35.504034,20240114,2024,1,14,6
2024-10-17 18:22:35.504037,20241017,2024,10,17,3
2024-01-27 23:14:35.504041,20240127,2024,1,27,5
2024-04-07 06:25:35.504044,20240407,2024,4,7,6
2024-05-30 13:28:35.504047,20240530,2024,5,30,3
2024-08-02 07:47:35.504054,20240802,2024,8,2,4
2024-01-23 06:40:35.504057,20240123,2024,1,23,1
2024-09-17 08:32:35.504061,20240917,2024,9,17,1
2024-04-07 03:29:35.504064,20240407,2024,4,7,6
2024-10-18 19:30:35.504067,20241018,2024,10,18,4
2023-12-26 20:26:35.504071,20231226,2023,12,26,1
2023-11-08 08:30:35.504074,20231108,2023,11,8,2
2024-04-02 09:54:35.504078,20240402,2024,4,2,1
2024-09-23 00:53:35.504081,20240923,2024,9,23,0
2024-05-15 03:01:35.504084,20240515,2024,5,15,2
2024-09-05 22:43:35.504088,20240905,2024,9,5,3
2023-10-29 04:42:35.504091,20231029,2023,10,29,6
2024-01-17 07:04:35.504094,20240117,2024,1,17,2
2024-03-30 04:47:35.504098,20240330,2024,3,30,5
2024-09-22 04:09:35.504101,20240922,2024,9,22,6
2024-06-29 22:17:35.504104,20240629,2024,6,29,5
2024-01-10 12:08:35.504108,20240110,2024,1,10,2
2024-06-15 16:02:35.504111,20240615,2024,6,15,5
2024-07-29 01:01:35.504114,20240729,2024,7,29,0
2023-10-27 21:04:35.504118,20231027,2023,10,27,4
2024-07-30 04:30:35.504121,20240730,2024,7,30,1
2024-05-20 02:10:35.504124,20240520,2024,5,20,0
2023-10-30 21:39:35.504128,20231030,2023,10,30,0
2023-10-24 09:31:35.504131,20231024,2023,10,24,1
2024-06-17 05:02:35.504139,20240617,2024,6,17,0
2024-05-10 04:37:35.504145,20240510,2024,5,10,4
2023-12-01 16:31:35.504151,20231201,2023,12,1,4
2024-09-14 18:24:35.504157,20240914,2024,9,14,5
2024-01-24 20:32:35.504163,20240124,2024,1,24,2
2024-05-26 19:30:35.504169,20240526,2024,5,26,6
2024-06-23 11:51:35.504174,20240623,2024,6,23,6
2024-02-04 15:17:35.504180,20240204,2024,2,4,6
2024-07-23 10:24:35.504187,20240723,2024,7,23,1
2024-08-24 08:39:35.504191,20240824,2024,8,24,5
2024-03-27 23:06:35.504195,20240327,2024,3,27,2
2024-04-08 00:03:35.504198,20240408,2024,4,8,0
2024-06-04 18:24:35.504201,20240604,2024,6,4,1
2023-11-15 09:51:35.504204,20231115,2023,11,15,2
2024-10-15 12:05:35.504208,20241015,2024,10,15,1
2024-10-01 14:44:35.504213,20241001,2024,10,1,1
2024-07-23 20:07:35.504218,20240723,2024,7,23,1
2024-03-04 12:17:35.504224,20240304,2024,3,4,0
2024-07-11 14:14:35.504229,20240711,2024,7,11,3
2024-04-25 02:01:35.504235,20240425,2024,4,25,3
2024-09-06 23:25:35.504241,20240906,2024,9,6,4
2024-01-13 00:55:35.504245,20240113,2024,1,13,5
2024-01-31 09:37:35.504248,20240131,2024,1,31,2
2024-08-22 11:21:35.504251,20240822,2024,8,22,3
2024-08-25 11:20:35.504257,20240825,2024,8,25,6
2024-10-09 02:26:35.504262,20241009,2024,10,9,2
2024-04-19 12:36:35.504268,20240419,2024,4,19,4
2024-02-13 21:05:35.504274,20240213,2024,2,13,1
2024-01-16 07:25:35.504277,20240116,2024,1,16,1
2023-12-06 16:53:35.504281,20231206,2023,12,6,2
2024-05-29 06:38:35.504287,20240529,2024,5,29,2
2023-12-26 00:23:35.504292,20231226,2023,12,26,1
2024-06-16 18:19:35.504298,20240616,2024,6,16,6
2024-02-11 19:54:35.504304,20240211,2024,2,11,6
2024-04-15 21:27:35.504310,20240415,2024,4,15,0
2024-06-25 07:41:35.504315,20240625,2024,6,25,1
2024-07-03 02:00:35.504319,20240703,2024,7,3,2
2024-06-25 17:23:35.504322,20240625,2024,6,25,1
2024-07-01 16:59:35.504325,20240701,2024,7,1,0
2024-07-10 07:58:35.504328,20240710,2024,7,10,2
2024-01-12 15:57:35.504332,20240112,2024,1,12,4
2024-01-07 08:21:35.504337,20240107,2024,1,7,6
2024-02-02 06:43:35.504343,20240202,2024,2,2,4
2024-08-25 08:37:35.504349,20240825,2024,8,25,6
2024-05-04 20:42:35.504355,20240504,2024,5,4,5
2023-12-20 20:30:35.504361,20231220,2023,12,20,2
2024-09-03 00:50:35.504370,20240903,2024,9,3,1
2024-04-04 18:09:35.504376,20240404,2024,4,4,3
2023-12-04 13:20:35.504382,20231204,2023,12,4,0
2024-03-14 20:39:35.504388,20240314,2024,3,14,3
2024-08-20 18:59:35.504394,20240820,2024,8,20,1
2024-07-25 10:27:35.504400,20240725,2024,7,25,3
2024-09-01 22:51:35.504407,20240901,2024,9,1,6
2024-07-20 07:13:35.504413,20240720,2024,7,20,5
2024-04-01 02:04:35.504416,20240401,2024,4,1,0
2024-09-01 01:22:35.504419,20240901,2024,9,1,6
2024-04-27 01:32:35.504422,20240427,2024,4,27,5
2023-11-13 20:06:35.504426,20231113,2023,11,13,0
2023-11-20 13:39:35.504429,20231120,2023,11,20,0
2024-08-02 15:14:35.504432,20240802,2024,8,2,4
2024-01-29 18:23:35.504436,20240129,2024,1,29,0
2024-10-19 17:27:35.504439,20241019,2024,10,19,5
2024-07-03 05:03:35.504443,20240703,2024,7,3,2
2024-06-30 18:37:35.504446,20240630,2024,6,30,6
2024-02-17 20:07:35.504449,20240217,2024,2,17,5
2023-10-29 03:37:35.504453,20231029,2023,10,29,6
2023-12-06 00:07:35.504456,20231206,2023,12,6,2
2024-01-07 19:02:35.504459,20240107,2024,1,7,6
2024-01-04 16:58:35.504463,20240104,2024,1,4,3
2024-10-07 03:02:35.504468,20241007,2024,10,7,0
2024-05-11 04:45:35.504474,20240511,2024,5,11,5
2024-08-07 21:07:35.504480,20240807,2024,8,7,2
2024-08-12 11:59:35.504486,20240812,2024,8,12,0
2024-08-10 01:52:35.504491,20240810,2024,8,10,5
2024-07-28 12:27:35.504497,20240728,2024,7,28,6
2024-10-10 12:58:35.504503,20241010,2024,10,10,3
2024-08-20 15:28:35.504508,20240820,2024,8,20,1
2024-01-23 00:52:35.504514,20240123,2024,1,23,1
2024-05-25 00:17:35.504521,20240525,2024,5,25,5
2024-02-15 07:08:35.504527,20240215,2024,2,15,3
2024-07-16 01:48:35.504533,20240716,2024,7,16,1
2024-02-08 01:17:35.504541,20240208,2024,2,8,3
